BackPresTurbineOP.steam_flow_in,BackPresTurbineOP.steam_pressure_in,BackPresTurbineOP.steam_temperature_in,BackPresTurbineOP.steam_pressure_out,BackPresTurbineOP.steam_temperature_out,BackPresTurbineOP.electricity_generation
47.63416667,3.269166667,442.2341667,0.77,323.8833333,2.3625
47.1175,3.275,442.5033333,0.77,324.1825,2.336666667
47.49333333,3.2525,442.5866667,0.7675,324.4741667,2.348333333
47.3625,3.261666667,442.8283333,0.765,324.73,2.345
46.9475,3.27,443.4408333,0.768333333,325.1008333,2.319166667
47.62583333,3.253333333,444.4091667,0.77,325.6258333,2.353333333
48.10583333,3.248333333,445.3166667,0.774166667,326.2166667,2.373333333
47.92916667,3.2725,446.2925,0.78,326.9,2.374166667
47.0725,3.310833333,447.3833333,0.78,327.5841667,2.335833333
47.26,3.2925,448.3675,0.781666667,328.4366667,2.334166667
47.30666667,3.309166667,449.0783333,0.79,329.3516667,2.34
47.14,3.311666667,449.37,0.79,329.98,2.3275
46.7925,3.325833333,449.3533333,0.79,330.5108333,2.315
47.41,3.319166667,449.6366667,0.79,330.9375,2.345833333
47.27,3.329166667,450.01,0.79,331.3058333,2.341666667
47.21,3.334166667,450.3766667,0.79,331.5725,2.351666667
47.27333333,3.3225,450.7708333,0.785,331.8191667,2.3575
47.28916667,3.31,451.15,0.78,332.0591667,2.355
47.70416667,3.3,451.4333333,0.7825,332.3016667,2.376666667
47.97666667,3.285,451.6583333,0.781666667,332.5766667,2.384166667
47.6175,3.296666667,451.6083333,0.78,332.78,2.366666667
47.13333333,3.2875,451.65,0.78,333.0066667,2.338333333
45.05166667,3.3,451.775,0.768333333,333.2883333,2.218333333
38.72416667,3.37,451.7916667,0.735,333.4241667,1.928333333
33.25583333,3.3825,451.6083333,0.705,333.7141667,1.543333333
31.11666667,3.396666667,451.1091667,0.696666667,335.0608333,1.395833333
30.54,3.3275,450.3675,0.7,336.3641667,1.31
29.17333333,3.355,449.375,0.7,337.8083333,1.183333333
27.64083333,3.359166667,448.49,0.7,339.5366667,1.045833333
25.27583333,3.39,447.8216667,0.691666667,341.6741667,0.86
24.1725,3.389166667,447.2441667,0.69,344.1341667,0.789166667
23.195,3.403333333,446.89,0.69,346.1358333,0.725833333
