ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.electricity_generation,ExtCondensTurbineOP.,ExtCondensTurbineOP.,ExtCondensTurbineOP.
81.5825,28.215,11.36916667,,,
83.05583333,28.66416667,11.54,,,
82.35333333,28.07166667,11.50083333,,,
84.95,29.8625,11.76083333,,,
86.00416667,31.11583333,11.87666667,,,
87.11833333,31.25166667,11.98666667,,,
85.5375,29.86333333,11.88583333,,,
86.55416667,31.40166667,11.89583333,,,
85.87083333,31.3275,11.78583333,,,
86.43083333,32.62833333,11.73083333,,,
86.7675,33.21916667,11.66416667,,,
86.56416667,33.96083333,11.55666667,,,
86.78833333,34.08583333,11.4975,,,
89.8375,34.18333333,11.28583333,,,
97.54416667,34.05416667,11.155,,,
98.09916667,34.36,11.1125,,,
98.22416667,33.505,11.05166667,,,
98.23416667,35.03583333,11.08,,,
96.21,36.89583333,11.38583333,,,
83.72833333,34.40333333,10.88416667,,,
83.81,33.92083333,10.8475,,,
82.1375,33.5925,10.82666667,,,
83.01666667,33.03083333,11.03833333,,,
82.815,32.92666667,11.09833333,,,
82.25333333,32.59,11.06,,,
83.34416667,32.8825,11.24916667,,,
85.35666667,35.83916667,11.36833333,,,
87.70666667,37.35583333,11.59166667,,,
86.7775,37.34083333,11.505,,,
87.425,37.33833333,11.6275,,,
85.90416667,36.80083333,11.45666667,,,
87.085,37.6075,11.51916667,,,
85.32833333,36.63833333,11.3675,,,
85.2225,37.41666667,11.23416667,,,
84.22333333,36.90333333,11.11833333,,,
80.9625,33.96583333,10.90666667,,,
82.0475,35.2775,10.89333333,,,
80.01416667,34.13583333,10.78666667,,,
80.64916667,34.99083333,10.77416667,,,
80.45,35.0075,10.74583333,,,
80.1375,34.385,10.80666667,,,
79.13083333,33.56,10.69333333,,,
78.26166667,32.915,10.54833333,,,
77.77333333,32.40166667,10.36916667,,,
77.35583333,32.41,10.18333333,,,
