bturb_m1_origin_k1,bturb_m1_origin_b,bturb_m1_origin_R2
0.07820083963457218,-1.032253767454877,0.9367751194286319
0.07956130293663188,-1.072891002848819,0.9196587065103176
0.08240111362990753,-1.1484248237514059,0.777873611669559
0.08560322779770181,-1.237183662943867,0.9007234668121039
0.08296289552275415,-1.1652661508303985,0.9949998295528599
0.08474602501369338,-1.2096633804959491,0.995753672615217
0.08547650921250985,-1.221200978435263,0.9942669292913477
0.08333263384363403,-1.1484918792692798,0.9941805380955108
0.08002880156257001,-1.040105202928872,0.9818846079799372
0.07365356961639233,-0.8105166328503908,0.9218751115057215
0.07101542841896932,-0.7124608820545635,0.9064416567940698
0.0629311075483336,-0.4377586234751707,0.8894931809562223
0.05435013095118028,-0.15128342009237872,0.8711312876812585
0.05531886033472217,-0.2214643725134502,0.7672480178130852
0.06166952275100331,-0.472661067302641,0.8078491884948125
0.0681216487375174,-0.7184045728710089,0.8363569449159098
0.07168879045580537,-0.8720106023787859,0.9084821135210557
0.06488683911258837,-0.6456624213408779,0.9391061472339223
0.05376370250543933,-0.2818693012389206,0.9681678456161064
0.049875258193515036,-0.15010062595884288,0.9496612406095958
0.07325953921438748,-0.8709227515919109,0.9528633127967263
0.06976598364236677,-0.7508074958877446,0.9766007297763711
0.06853792736313041,-0.7004394923681154,0.9823106769895634
0.06775031599750535,-0.6666663555793115,0.9822551173925429
0.06535531267724852,-0.5608331163072799,0.9722045783461231
0.06323431416166216,-0.4772080693451566,0.9587850193105052
0.06024276856080816,-0.37094094950169554,0.9581302320559043
0.06301209223627831,-0.45125299176479783,0.8189089371638607
0.08505230829708593,-1.2010029376838598,0.8910741255390391
0.0824101672776663,-1.0978127274782845,0.9461704235796684
0.08119207155632968,-1.051745144089493,0.9718363844597301
0.08076318882158931,-1.027690160358201,0.982745297862711
0.08143473682248967,-1.0561360822898749,0.9798192629525079
0.0799446890382556,-1.01557352740244,0.9823633512694117
0.07444072229262139,-0.8427410103853894,0.9795044446054738
0.07486833238633658,-0.8595502680781519,0.9713773241208928
0.07183581088629128,-0.7749687661373317,0.9127949097585991
0.0640324678870145,-0.5375837831021761,0.8918973262217595
0.05833603879960112,-0.3710984663454424,0.8820771025776438
0.058656679030572416,-0.3837564585008548,0.8301410615229536
0.05329935993728106,-0.21438736598227792,0.860140002486488
0.05214540514585601,-0.17871768355151807,0.8930487117922371
0.0510387179026684,-0.14324286626579807,0.8566460341863245
0.04371124901444822,0.08789619822273731,0.6020951785231787
0.05473387035746416,-0.26254097919454433,0.736309976625795
0.06683912155784537,-0.6526955271341464,0.8853216836233153
0.08209429206489924,-1.1500094771187876,0.9484851819125032
0.08730075247186754,-1.3253780257083876,0.9636520491442879
0.08786892023448134,-1.3521278231529916,0.9666787684818063
0.08708516195818175,-1.334686731261831,0.9572546125737648
0.08537423393933483,-1.2899898713308975,0.8884064166263319
0.060606238802035105,-0.5596617148329177,0.74760125343733
0.08891731991244428,-1.4216328233953683,0.7149543251623103
0.09139456567574407,-1.5027445670950472,0.775369503538369
0.08563857592079728,-1.335117328326158,0.9721487921990011
0.08078850122988944,-1.1948224283637081,0.9859536318310215
0.0776263937079159,-1.1048122642718703,0.9905776471703869
0.07482847169086633,-1.029883254239771,0.99318920662333
0.08017905304689305,-1.1645923367509319,0.9648690134612803
0.08796292453508149,-1.3687741540028917,0.9683786548608252
0.09025187343429182,-1.4250589235895401,0.9876316759741229
0.08947241195964607,-1.4011341741291836,0.9895758340324261
0.08980506236876862,-1.4136083152986272,0.9794632611463557
0.09032244283810967,-1.427620445114655,0.9412948798530446
0.08427016213114898,-1.2570616148972555,0.9436753922129972
0.06652953709863603,-0.75473456749819,0.8134044528273552
0.04774658802764518,-0.2352715217039527,0.5703468225160383
0.062486924640647486,-0.632691968956969,0.7359844675817167
0.08101157677870076,-1.13238708402369,0.9298559090975583
0.08918704369419735,-1.348972187294856,0.96909214365937
0.09415311617128672,-1.4773107828582086,0.9665812478575668
0.09898155500415227,-1.615956515435241,0.9686161294558461
0.10457763486493356,-1.7815647316581664,0.9553994959974643
0.08696855846707768,-1.2551788058773214,0.955377183174357
0.07829551211141332,-0.9850056038150978,0.97757013119602
0.06977326974956784,-0.7200786207230088,0.9643409907220104
0.07761044787607249,-0.9785981748313728,0.9538014549483778
0.08070190898497173,-1.0819328913233948,0.9685566768771399
0.08175122155235277,-1.1194720539404976,0.9798064684396454
0.07979822723445326,-1.0670439937290161,0.9855147253484736
0.08096134013534824,-1.1148874915045723,0.9595859292252219
0.10786450890754225,-1.9137783418384164,0.7954829647046018
0.15919346388437403,-3.406811824757365,0.8537963483034448
0.16181850420179347,-3.4921326651895574,0.8935559303437193
0.1557877287769117,-3.332397865539863,0.8982705148563771
0.1371377166510337,-2.8125918373109675,0.731792684314609
0.1069036597011304,-1.968275394033171,0.7850721766745958
