eturb_m2_k1,eturb_m2_k2,eturb_m2_R2
0.19595739165223938,-0.06723237170125443,0.754287704196745
0.16190715937026118,-0.06107847684531596,0.6193216546044171
0.18383472385319954,-0.0693409219953319,0.7394084253329503
0.20788507900906483,-0.07418411011388139,0.8780954864929751
0.20366883846462594,-0.06631517786414684,0.8791101453875684
0.20850467043946033,-0.061369128444565386,0.8793598923294551
0.2090537558563505,-0.056654667160033395,0.8870201509238329
0.21548507345092083,-0.05875254500021693,0.9011861249237023
0.005429013450072022,0.08841999057007564,0.16543550386721062
-0.01785169386581605,0.017752171723153534,0.06767545383920692
-0.01431876877139345,0.018512339955416235,0.039227533035352424
-0.0032240298506585768,0.038590326129890724,0.04136752429318191
0.004672251298434712,0.06332869000465449,0.11555362460764085
0.012587317096112459,0.09122427716464492,0.23874419315797746
0.04259817195774513,0.014980430780128787,0.3322852675533322
0.06932060930201736,-0.010994104327986535,0.5797026372273222
0.06901974192210587,0.007379484581845549,0.6072291991086332
0.0678781220396196,-0.0014984939212359738,0.5779846757740204
0.07565167959418438,-0.01624362834521166,0.5915129752703641
0.0855295666824395,-0.016145064626325492,0.5851187335088068
0.0866194435087021,-0.0133907769254593,0.6052162555647324
0.09577013573462714,-0.005140994772380824,0.7086837390949292
0.1095627049261863,0.016772905735609037,0.7235096030916628
0.12353228116625946,0.02076943138165265,0.7044232834571096
0.12607090841479468,0.04062161085791269,0.7151630407009821
0.12282435038727615,-0.07730707385868513,0.6775881926235183
0.12082079075523997,-0.0888399903604636,0.693987474095283
0.11869907388201151,-0.08814376946656674,0.6672207994389561
0.11818051475148468,-0.11589926430139723,0.702349610134634
0.11111521727479583,-0.11175846781865889,0.7709878872756862
0.041872563147254196,-0.03903043454504133,0.19324743568600966
0.013540713915404077,0.057109997036687316,0.09102882297605219
0.008219659390237586,0.11181147303607794,0.1964930038291418
0.009267526954233243,0.10675628797133782,0.19561214411505568
0.00997447322175463,0.15813215295802582,0.3094163532526867
0.013586321737149614,0.15519054974271015,0.31601101395612685
0.03377262087080334,0.12035962296134745,0.40030244346872634
0.11494586302665916,-0.04377017211390309,0.8876044203243046
0.11748983122346975,-0.06170214068657312,0.9431693082213433
0.12062869848721203,-0.05669558672522425,0.9588997303858877
0.12115430055438331,-0.11152646507743015,0.8960404584914491
0.12251550492278551,-0.10599239258115369,0.8860449223589862
0.12121244113266043,-0.138864159743513,0.8711802139050193
0.12161990424547274,-0.13891660490886004,0.825671771877345
0.1225805480900647,-0.1383222026726849,0.7919873045652035
0.12011436454362227,-0.13468314389398905,0.7727305990009697
0.12284261211496493,-0.10682950160418493,0.8206293839521311
0.11937958781544168,-0.11973032688077655,0.8204172076265679
0.11728326111734831,-0.06564869603597587,0.8461908143621728
0.11742431704899238,-0.062274481627543496,0.8337664798745382
0.11979884268783945,-0.08565116503486858,0.814546071162533
0.11449265514197676,-0.06499337342885655,0.8275164697034453
0.11173241961399547,-0.05781815809321044,0.6914846536982446
0.10952548577565083,-0.06334801066667382,0.6851289817523252
0.11605800768141772,-0.07541830996499213,0.7603854027216539
0.11370015409694682,-0.07715198548376934,0.7509367430829469
0.11040213706176903,-0.03631149560919659,0.778881739412419
0.11191083952857224,-0.08353565105945181,0.7622604759451516
0.11300861794390428,-0.09265997600165678,0.8453373539610294
0.11099971734337015,-0.08457189487285358,0.841279214174782
0.10409221868384905,-0.07781456261143567,0.8047747457544354
0.04250164617989119,0.015242901095869931,0.39280878405467234
0.036135765097537936,0.02324576104559923,0.3731863806552359
0.008400549511390791,0.06757544613596553,0.4548263527218993
-0.004088841154070348,0.07527749024656162,0.33227118206329165
-0.0020129588409458932,0.07799308336582111,0.32855049742642894
-0.003050538960408053,0.05189605672469667,0.16378683616726575
-0.001200079917273906,0.04864311929468065,0.15669337935987238
-0.0038203369945777298,0.06172412043467852,0.20455520942424055
-0.002312313256088429,0.05957598611932886,0.2212405863637823
-0.00043094064805674113,0.06548597958060348,0.32251592785526095
-0.0005407599778155858,0.05809247515437952,0.29602542098800444
-0.00012644227745122413,0.06872275524129853,0.3997950264370538
-0.00011054996184979054,0.07298342675011571,0.43725651284262834
0.00612374560943523,0.058535789702432346,0.4149957597755429
0.0860272706827398,-0.05421175642619665,0.8399010456327393
0.08680981252738057,-0.05105808766665721,0.8429500649198627
0.09749835965333543,-0.06823257987787441,0.8454693595369027
0.10273803726026973,-0.0784834009351607,0.8596402702084087
0.1017629603535689,-0.06934983841751155,0.8823045282259474
0.11392348232374222,-0.08788423159037297,0.8686914823079565
0.12156201213955219,-0.08426940402425406,0.8904714963350633
0.12326995488825057,-0.08232104044182753,0.9024258685038484
0.12478134798233616,-0.08235770264857077,0.9175907290264659
0.12252358114584339,-0.07677843497430291,0.9007216653782721
0.1149664165530729,-0.04193348854992531,0.8735325382311572
0.11146077690733776,-0.0329723304420483,0.8824179890843746
0.11143347967143215,-0.045764378222743006,0.8401929433784899
0.10985097073997555,-0.05371206133970971,0.8435029933172794
0.10656171778584064,-0.052397900802919006,0.8198268182294197
0.10789609305878901,-0.054027460752532744,0.8314171159172083
0.12800172887484118,-0.10365526672822949,0.8791581801778794
0.12477486393213778,-0.08977911142360953,0.8688795032320651
0.11190732332159217,-0.06863785242285413,0.8706229458097825
0.11903520781376199,-0.07684017362566763,0.8775035929488375
0.1166755221060371,-0.07456134479280874,0.8587213756626562
0.11729801948159742,-0.06462310094748239,0.8584018460578778
0.11929046469372126,-0.08817110007953148,0.8350026762468237
0.04852422540708472,-0.025650155549792848,0.2555125960676383
0.0469042047155865,-0.0436207405429106,0.21041221822442235
0.03154517538764449,-0.05456877189964546,0.14961636888731233
0.022752958354796772,-0.05847322233573404,0.1403981273674445
0.015094628978358246,-0.06920444153630283,0.19834178882294573
0.001227552586254094,-0.05924095959503052,0.12495309243028097
0.16948071261085476,-0.062306469486500475,0.7104071793600275
